a,Water,b,Mineral Oil,c,Glycerol,d,CuSO4 0.625%,e,CuSO4 1.25%,f,CuSO4 2.5%,g,CuSO4 5%,h,CuSO4 10%
0.1967,-0.18,0.1967,-0.8,0.1967,-0.48,0.1967,-0.56,0.1967,2.08,0.1967,-0.64,0.1967,-0.4,0.1967,-0.32
0.1968,-0.16,0.1968,-0.8,0.1968,-0.4,0.1968,-0.56,0.1968,2.8,0.1968,-0.64,0.1968,-0.4,0.1968,-0.32
0.1969,-0.18,0.1969,-0.72,0.1969,-0.16,0.1969,-0.48,0.1969,2.32,0.1969,-0.64,0.1969,-0.4,0.1969,-0.24
0.197,-0.14,0.197,-0.64,0.197,0.56,0.197,-0.08,0.197,1.68,0.197,-0.64,0.197,-0.4,0.197,-0.32
0.1971,-0.2,0.1971,-0.56,0.1971,2.64,0.1971,0.48,0.1971,1.12,0.1971,-0.72,0.1971,-0.48,0.1971,-0.32
0.1972,-0.22,0.1972,-0.4,0.1972,2.48,0.1972,0.32,0.1972,0.64,0.1972,-0.72,0.1972,-0.4,0.1972,-0.32
0.1973,-0.24,0.1973,0,0.1973,1.28,0.1973,0.08,0.1973,0.32,0.1973,-0.64,0.1973,-0.48,0.1973,-0.32
0.1974,-0.22,0.1974,0.56,0.1974,0.4,0.1974,-0.16,0.1974,0.16,0.1974,-0.72,0.1974,-0.4,0.1974,-0.32
0.1975,-0.22,0.1975,1.36,0.1975,0,0.1975,-0.32,0.1975,0,0.1975,-0.72,0.1975,-0.48,0.1975,-0.32
0.1976,-0.2,0.1976,2.16,0.1976,-0.32,0.1976,-0.4,0.1976,-0.16,0.1976,-0.64,0.1976,-0.48,0.1976,-0.32
0.1977,-0.12,0.1977,2.08,0.1977,-0.48,0.1977,-0.48,0.1977,-0.24,0.1977,-0.72,0.1977,-0.4,0.1977,-0.32
0.1978,-0.12,0.1978,2.32,0.1978,-0.56,0.1978,-0.48,0.1978,-0.32,0.1978,-0.72,0.1978,-0.4,0.1978,-0.32
0.1979,-0.06,0.1979,2.16,0.1979,-0.64,0.1979,-0.56,0.1979,-0.4,0.1979,-0.72,0.1979,-0.4,0.1979,-0.32
0.198,0.36,0.198,1.68,0.198,-0.64,0.198,-0.56,0.198,-0.48,0.198,-0.72,0.198,-0.48,0.198,-0.24
0.1981,1,0.1981,1.12,0.1981,-0.64,0.1981,-0.56,0.1981,-0.48,0.1981,-0.64,0.1981,-0.4,0.1981,-0.32
0.1982,1.3,0.1982,0.64,0.1982,-0.64,0.1982,-0.64,0.1982,-0.56,0.1982,-0.64,0.1982,-0.4,0.1982,-0.24
0.1983,1.04,0.1983,0.32,0.1983,-0.64,0.1983,-0.64,0.1983,-0.48,0.1983,-0.64,0.1983,-0.4,0.1983,-0.24
0.1984,0.72,0.1984,0,0.1984,-0.56,0.1984,-0.56,0.1984,-0.48,0.1984,-0.64,0.1984,-0.4,0.1984,-0.32
0.1985,0.48,0.1985,-0.24,0.1985,-0.56,0.1985,-0.64,0.1985,-0.56,0.1985,-0.64,0.1985,-0.4,0.1985,-0.32
0.1986,0.3,0.1986,-0.4,0.1986,-0.56,0.1986,-0.56,0.1986,-0.48,0.1986,-0.64,0.1986,-0.4,0.1986,-0.32
0.1987,0.12,0.1987,-0.48,0.1987,-0.48,0.1987,-0.56,0.1987,-0.56,0.1987,-0.64,0.1987,-0.48,0.1987,-0.32
0.1988,0,0.1988,-0.56,0.1988,-0.4,0.1988,-0.48,0.1988,-0.56,0.1988,-0.64,0.1988,-0.4,0.1988,-0.32
0.1989,-0.04,0.1989,-0.64,0.1989,-0.24,0.1989,-0.48,0.1989,-0.64,0.1989,-0.72,0.1989,-0.48,0.1989,-0.32
0.199,-0.1,0.199,-0.8,0.199,0.64,0.199,-0.48,0.199,-0.56,0.199,-0.72,0.199,-0.4,0.199,-0.32
0.1991,-0.12,0.1991,-0.8,0.1991,2.64,0.1991,-0.4,0.1991,-0.48,0.1991,-0.72,0.1991,-0.48,0.1991,-0.32
0.1992,-0.18,0.1992,-0.8,0.1992,2.56,0.1992,-0.24,0.1992,-0.48,0.1992,-0.72,0.1992,-0.4,0.1992,-0.32
0.1993,-0.18,0.1993,-0.88,0.1993,1.28,0.1993,0.08,0.1993,-0.48,0.1993,-0.64,0.1993,-0.4,0.1993,-0.32
0.1994,-0.2,0.1994,-0.88,0.1994,0.32,0.1994,0.56,0.1994,-0.48,0.1994,-0.72,0.1994,-0.4,0.1994,-0.32
0.1995,-0.22,0.1995,-0.88,0.1995,-0.08,0.1995,2,0.1995,-0.56,0.1995,-0.72,0.1995,-0.4,0.1995,-0.24
0.1996,-0.22,0.1996,-0.88,0.1996,-0.32,0.1996,1.6,0.1996,-0.56,0.1996,-0.72,0.1996,-0.4,0.1996,-0.24
0.1997,-0.22,0.1997,-0.8,0.1997,-0.56,0.1997,1.92,0.1997,-0.56,0.1997,-0.72,0.1997,-0.4,0.1997,-0.24
0.1998,-0.24,0.1998,-0.72,0.1998,-0.48,0.1998,1.92,0.1998,-0.56,0.1998,-0.72,0.1998,-0.4,0.1998,-0.24
0.1999,-0.22,0.1999,-0.56,0.1999,-0.56,0.1999,1.36,0.1999,-0.56,0.1999,-0.72,0.1999,-0.4,0.1999,-0.24
0.2,-0.22,0.2,-0.4,0.2,-0.64,0.2,0.96,0.2,-0.56,0.2,-0.72,0.2,-0.4,0.2,-0.32
0.2001,-0.22,0.2001,0,0.2001,-0.64,0.2001,0.48,0.2001,-0.56,0.2001,-0.64,0.2001,-0.4,0.2001,-0.32
0.2002,-0.18,0.2002,0.16,0.2002,-0.56,0.2002,0.08,0.2002,-0.56,0.2002,-0.64,0.2002,-0.48,0.2002,-0.24
0.2003,-0.14,0.2003,0,0.2003,-0.64,0.2003,0,0.2003,-0.56,0.2003,-0.64,0.2003,-0.48,0.2003,-0.24
0.2004,-0.06,0.2004,-0.16,0.2004,-0.56,0.2004,-0.16,0.2004,-0.56,0.2004,-0.72,0.2004,-0.48,0.2004,-0.32
0.2005,0.16,0.2005,-0.32,0.2005,-0.48,0.2005,-0.24,0.2005,-0.56,0.2005,-0.64,0.2005,-0.48,0.2005,-0.32
0.2006,0.36,0.2006,-0.48,0.2006,-0.56,0.2006,-0.32,0.2006,-0.48,0.2006,-0.64,0.2006,-0.4,0.2006,-0.32
0.2007,0.2,0.2007,-0.64,0.2007,-0.4,0.2007,-0.4,0.2007,-0.48,0.2007,-0.64,0.2007,-0.4,0.2007,-0.24
0.2008,0.24,0.2008,-0.8,0.2008,-0.48,0.2008,-0.48,0.2008,-0.48,0.2008,-0.72,0.2008,-0.4,0.2008,-0.32
0.2009,0.1,0.2009,-0.8,0.2009,-0.24,0.2009,-0.48,0.2009,-0.48,0.2009,-0.64,0.2009,-0.4,0.2009,-0.32
0.201,0.02,0.201,-0.8,0.201,0.56,0.201,-0.56,0.201,-0.48,0.201,-0.64,0.201,-0.4,0.201,-0.32
0.2011,-0.06,0.2011,-0.8,0.2011,2.64,0.2011,-0.56,0.2011,-0.4,0.2011,-0.56,0.2011,-0.4,0.2011,-0.32
0.2012,-0.1,0.2012,-0.8,0.2012,2.48,0.2012,-0.56,0.2012,-0.24,0.2012,-0.56,0.2012,-0.32,0.2012,-0.32
0.2013,-0.12,0.2013,-0.88,0.2013,1.28,0.2013,-0.64,0.2013,-0.08,0.2013,-0.56,0.2013,-0.4,0.2013,-0.32
0.2014,-0.16,0.2014,-0.88,0.2014,0.4,0.2014,-0.64,0.2014,0.32,0.2014,-0.48,0.2014,-0.4,0.2014,-0.24
0.2015,-0.16,0.2015,-0.88,0.2015,-0.08,0.2015,-0.64,0.2015,1.44,0.2015,-0.56,0.2015,-0.32,0.2015,-0.24
0.2016,-0.2,0.2016,-0.8,0.2016,-0.32,0.2016,-0.64,0.2016,2.56,0.2016,-0.48,0.2016,-0.4,0.2016,-0.24
0.2017,-0.18,0.2017,-0.72,0.2017,-0.48,0.2017,-0.56,0.2017,2.08,0.2017,-0.48,0.2017,-0.4,0.2017,-0.24
0.2018,-0.18,0.2018,-0.72,0.2018,-0.56,0.2018,-0.64,0.2018,2.8,0.2018,-0.4,0.2018,-0.4,0.2018,-0.32
0.2019,-0.22,0.2019,-0.72,0.2019,-0.64,0.2019,-0.48,0.2019,2.32,0.2019,-0.4,0.2019,-0.4,0.2019,-0.24
0.202,-0.26,0.202,-0.64,0.202,-0.64,0.202,-0.16,0.202,1.68,0.202,-0.4,0.202,-0.32,0.202,-0.24
0.2021,-0.24,0.2021,-0.56,0.2021,-0.64,0.2021,0.4,0.2021,1.12,0.2021,-0.32,0.2021,-0.32,0.2021,-0.32
0.2022,-0.26,0.2022,-0.32,0.2022,-0.64,0.2022,0.24,0.2022,0.72,0.2022,-0.24,0.2022,-0.32,0.2022,-0.32
0.2023,-0.24,0.2023,0.08,0.2023,-0.64,0.2023,0,0.2023,0.32,0.2023,-0.08,0.2023,-0.32,0.2023,-0.32
0.2024,-0.2,0.2024,0.64,0.2024,-0.48,0.2024,-0.16,0.2024,0.16,0.2024,0,0.2024,-0.24,0.2024,-0.24
0.2025,-0.2,0.2025,1.36,0.2025,-0.64,0.2025,-0.32,0.2025,0,0.2025,0.24,0.2025,-0.08,0.2025,-0.32
0.2026,-0.18,0.2026,2.32,0.2026,-0.56,0.2026,-0.4,0.2026,-0.16,0.2026,0.4,0.2026,0,0.2026,-0.24
0.2027,-0.14,0.2027,2.08,0.2027,-0.48,0.2027,-0.48,0.2027,-0.24,0.2027,0.56,0.2027,0.16,0.2027,-0.24
0.2028,-0.12,0.2028,2.4,0.2028,-0.32,0.2028,-0.48,0.2028,-0.32,0.2028,0.88,0.2028,0.4,0.2028,-0.32
0.2029,-0.06,0.2029,2.24,0.2029,-0.16,0.2029,-0.56,0.2029,-0.4,0.2029,1.52,0.2029,0.64,0.2029,-0.32
0.203,0.32,0.203,1.76,0.203,0.56,0.203,-0.56,0.203,-0.48,0.203,2.4,0.203,1.12,0.203,-0.32
0.2031,0.96,0.2031,1.2,0.2031,3.76,0.2031,-0.64,0.2031,-0.48,0.2031,2.64,0.2031,2,0.2031,-0.32
0.2032,1.3,0.2032,0.72,0.2032,3.28,0.2032,-0.64,0.2032,-0.48,0.2032,1.92,0.2032,1.44,0.2032,-0.24
0.2033,1.04,0.2033,0.32,0.2033,1.44,0.2033,-0.56,0.2033,-0.48,0.2033,2.56,0.2033,1.68,0.2033,-0.24
0.2034,0.66,0.2034,0,0.2034,0.4,0.2034,-0.56,0.2034,-0.56,0.2034,3.12,0.2034,2.24,0.2034,-0.24
0.2035,0.46,0.2035,-0.16,0.2035,-0.08,0.2035,-0.56,0.2035,-0.48,0.2035,3.2,0.2035,2.72,0.2035,-0.24
0.2036,0.24,0.2036,-0.32,0.2036,-0.4,0.2036,-0.56,0.2036,-0.56,0.2036,3.12,0.2036,2.8,0.2036,-0.24
0.2037,0.1,0.2037,-0.48,0.2037,-0.48,0.2037,-0.56,0.2037,-0.56,0.2037,2.96,0.2037,2.64,0.2037,-0.24
0.2038,0,0.2038,-0.56,0.2038,-0.56,0.2038,-0.56,0.2038,-0.56,0.2038,2.72,0.2038,2.48,0.2038,-0.32
0.2039,-0.1,0.2039,-0.64,0.2039,-0.64,0.2039,-0.48,0.2039,-0.56,0.2039,2.48,0.2039,2.24,0.2039,-0.24
0.204,-0.14,0.204,-0.72,0.204,-0.64,0.204,-0.48,0.204,-0.56,0.204,2.16,0.204,1.92,0.204,-0.24
0.2041,-0.14,0.2041,-0.8,0.2041,-0.64,0.2041,-0.4,0.2041,-0.48,0.2041,1.84,0.2041,1.6,0.2041,-0.24
0.2042,-0.18,0.2042,-0.88,0.2042,-0.64,0.2042,-0.16,0.2042,-0.48,0.2042,1.52,0.2042,1.36,0.2042,-0.24
0.2043,-0.18,0.2043,-0.8,0.2043,-0.64,0.2043,0.08,0.2043,-0.48,0.2043,1.28,0.2043,1.12,0.2043,-0.32
0.2044,-0.2,0.2044,-0.88,0.2044,-0.72,0.2044,0.64,0.2044,-0.56,0.2044,0.96,0.2044,0.88,0.2044,-0.24
0.2045,-0.22,0.2045,-0.96,0.2045,-0.72,0.2045,2.08,0.2045,-0.56,0.2045,0.88,0.2045,0.64,0.2045,-0.32
0.2046,-0.22,0.2046,-0.88,0.2046,-0.64,0.2046,1.76,0.2046,-0.56,0.2046,0.64,0.2046,0.48,0.2046,-0.32
0.2047,-0.22,0.2047,-0.8,0.2047,-0.72,0.2047,1.92,0.2047,-0.48,0.2047,0.56,0.2047,0.32,0.2047,-0.32
0.2048,-0.22,0.2048,-0.72,0.2048,-0.64,0.2048,1.84,0.2048,-0.56,0.2048,0.4,0.2048,0.24,0.2048,-0.24
0.2049,-0.24,0.2049,-0.64,0.2049,-0.72,0.2049,1.36,0.2049,-0.56,0.2049,0.24,0.2049,0.16,0.2049,-0.32
0.205,-0.24,0.205,-0.48,0.205,-0.64,0.205,0.88,0.205,-0.56,0.205,0.24,0.205,0.08,0.205,-0.32
0.2051,-0.22,0.2051,0,0.2051,-0.32,0.2051,0.48,0.2051,-0.56,0.2051,0.08,0.2051,0,0.2051,-0.24
0.2052,-0.22,0.2052,0.16,0.2052,-0.4,0.2052,0.16,0.2052,-0.64,0.2052,0,0.2052,-0.08,0.2052,-0.32
0.2053,-0.18,0.2053,0,0.2053,-0.56,0.2053,-0.08,0.2053,-0.56,0.2053,-0.16,0.2053,-0.08,0.2053,-0.24
0.2054,-0.12,0.2054,-0.16,0.2054,-0.56,0.2054,-0.16,0.2054,-0.56,0.2054,-0.16,0.2054,-0.16,0.2054,-0.24
0.2055,0.1,0.2055,-0.32,0.2055,-0.64,0.2055,-0.32,0.2055,-0.48,0.2055,-0.24,0.2055,-0.24,0.2055,-0.24
0.2056,0.32,0.2056,-0.48,0.2056,-0.64,0.2056,-0.4,0.2056,-0.56,0.2056,-0.32,0.2056,-0.24,0.2056,-0.32
0.2057,0.18,0.2057,-0.56,0.2057,-0.64,0.2057,-0.4,0.2057,-0.4,0.2057,-0.32,0.2057,-0.32,0.2057,-0.24
0.2058,0.26,0.2058,-0.8,0.2058,-0.64,0.2058,-0.56,0.2058,-0.48,0.2058,-0.48,0.2058,-0.32,0.2058,-0.24
0.2059,0.14,0.2059,-0.8,0.2059,-0.64,0.2059,-0.48,0.2059,-0.48,0.2059,-0.48,0.2059,-0.4,0.2059,-0.24
0.206,0.1,0.206,-0.8,0.206,-0.64,0.206,-0.56,0.206,-0.48,0.206,-0.48,0.206,-0.4,0.206,-0.24
0.2061,0,0.2061,-0.88,0.2061,-0.64,0.2061,-0.56,0.2061,-0.4,0.2061,-0.48,0.2061,-0.32,0.2061,-0.24
0.2062,-0.06,0.2062,-0.88,0.2062,-0.64,0.2062,-0.56,0.2062,-0.24,0.2062,-0.56,0.2062,-0.32,0.2062,-0.24
0.2063,-0.1,0.2063,-0.88,0.2063,-0.64,0.2063,-0.56,0.2063,-0.08,0.2063,-0.56,0.2063,-0.4,0.2063,-0.24
0.2064,-0.14,0.2064,-0.88,0.2064,-0.56,0.2064,-0.64,0.2064,0.4,0.2064,-0.56,0.2064,-0.32,0.2064,-0.24
0.2065,-0.16,0.2065,-0.8,0.2065,-0.64,0.2065,-0.64,0.2065,1.44,0.2065,-0.64,0.2065,-0.4,0.2065,-0.24
0.2066,-0.16,0.2066,-0.8,0.2066,-0.64,0.2066,-0.64,0.2066,2.56,0.2066,-0.56,0.2066,-0.4,0.2066,-0.24
0.2067,-0.18,0.2067,-0.8,0.2067,-0.64,0.2067,-0.64,0.2067,2.08,0.2067,-0.56,0.2067,-0.4,0.2067,-0.24
0.2068,-0.16,0.2068,-0.72,0.2068,-0.64,0.2068,-0.56,0.2068,2.8,0.2068,-0.56,0.2068,-0.4,0.2068,-0.24
0.2069,-0.16,0.2069,-0.64,0.2069,-0.56,0.2069,-0.48,0.2069,2.24,0.2069,-0.56,0.2069,-0.4,0.2069,-0.24
0.207,-0.18,0.207,-0.64,0.207,-0.56,0.207,-0.16,0.207,1.76,0.207,-0.64,0.207,-0.4,0.207,-0.32
0.2071,-0.2,0.2071,-0.56,0.2071,-0.56,0.2071,0.32,0.2071,1.12,0.2071,-0.64,0.2071,-0.4,0.2071,-0.32
0.2072,-0.2,0.2072,-0.4,0.2072,-0.64,0.2072,0.16,0.2072,0.72,0.2072,-0.72,0.2072,-0.4,0.2072,-0.32
0.2073,-0.2,0.2073,0,0.2073,-0.64,0.2073,0,0.2073,0.4,0.2073,-0.64,0.2073,-0.4,0.2073,-0.32
0.2074,-0.22,0.2074,0.64,0.2074,-0.56,0.2074,-0.16,0.2074,0.16,0.2074,-0.64,0.2074,-0.4,0.2074,-0.24
0.2075,-0.22,0.2075,1.36,0.2075,-0.56,0.2075,-0.32,0.2075,0,0.2075,-0.64,0.2075,-0.4,0.2075,-0.24
0.2076,-0.18,0.2076,2.24,0.2076,-0.56,0.2076,-0.4,0.2076,-0.16,0.2076,-0.72,0.2076,-0.4,0.2076,-0.32
0.2077,-0.16,0.2077,2.08,0.2077,-0.64,0.2077,-0.48,0.2077,-0.24,0.2077,-0.72,0.2077,-0.4,0.2077,-0.32
0.2078,-0.1,0.2078,2.4,0.2078,-0.64,0.2078,-0.48,0.2078,-0.32,0.2078,-0.72,0.2078,-0.4,0.2078,-0.32
0.2079,-0.04,0.2079,2.4,0.2079,-0.56,0.2079,-0.48,0.2079,-0.4,0.2079,-0.72,0.2079,-0.4,0.2079,-0.24
0.208,0.28,0.208,1.76,0.208,-0.56,0.208,-0.56,0.208,-0.48,0.208,-0.72,0.208,-0.48,0.208,-0.32
0.2081,0.94,0.2081,1.2,0.2081,-0.56,0.2081,-0.56,0.2081,-0.48,0.2081,-0.64,0.2081,-0.4,0.2081,-0.24
0.2082,1.26,0.2082,0.72,0.2082,-0.56,0.2082,-0.56,0.2082,-0.56,0.2082,-0.72,0.2082,-0.4,0.2082,-0.24
0.2083,1.04,0.2083,0.32,0.2083,-0.56,0.2083,-0.56,0.2083,-0.56,0.2083,-0.64,0.2083,-0.4,0.2083,-0.24
0.2084,0.68,0.2084,0.08,0.2084,-0.56,0.2084,-0.56,0.2084,-0.48,0.2084,-0.72,0.2084,-0.4,0.2084,-0.24
0.2085,0.4,0.2085,-0.08,0.2085,-0.56,0.2085,-0.56,0.2085,-0.56,0.2085,-0.64,0.2085,-0.4,0.2085,-0.24
0.2086,0.2,0.2086,-0.32,0.2086,-0.56,0.2086,-0.56,0.2086,-0.56,0.2086,-0.72,0.2086,-0.4,0.2086,-0.24
0.2087,0.06,0.2087,-0.48,0.2087,-0.56,0.2087,-0.48,0.2087,-0.56,0.2087,-0.72,0.2087,-0.48,0.2087,-0.32
0.2088,0,0.2088,-0.64,0.2088,-0.56,0.2088,-0.48,0.2088,-0.56,0.2088,-0.72,0.2088,-0.48,0.2088,-0.24
0.2089,-0.06,0.2089,-0.64,0.2089,-0.56,0.2089,-0.48,0.2089,-0.56,0.2089,-0.72,0.2089,-0.48,0.2089,-0.24
0.209,-0.12,0.209,-0.64,0.209,-0.56,0.209,-0.48,0.209,-0.64,0.209,-0.72,0.209,-0.4,0.209,-0.24
0.2091,-0.16,0.2091,-0.72,0.2091,-0.56,0.2091,-0.4,0.2091,-0.56,0.2091,-0.72,0.2091,-0.48,0.2091,-0.24
0.2092,-0.16,0.2092,-0.8,0.2092,-0.56,0.2092,-0.24,0.2092,-0.48,0.2092,-0.72,0.2092,-0.4,0.2092,-0.24
0.2093,-0.18,0.2093,-0.72,0.2093,-0.48,0.2093,0.16,0.2093,-0.48,0.2093,-0.72,0.2093,-0.4,0.2093,-0.32
0.2094,-0.18,0.2094,-0.8,0.2094,-0.48,0.2094,0.64,0.2094,-0.56,0.2094,-0.72,0.2094,-0.4,0.2094,-0.32
0.2095,-0.18,0.2095,-0.8,0.2095,-0.48,0.2095,2.16,0.2095,-0.56,0.2095,-0.64,0.2095,-0.4,0.2095,-0.32
0.2096,-0.16,0.2096,-0.8,0.2096,-0.48,0.2096,1.76,0.2096,-0.56,0.2096,-0.72,0.2096,-0.4,0.2096,-0.32
0.2097,-0.18,0.2097,-0.8,0.2097,-0.48,0.2097,2.08,0.2097,-0.56,0.2097,-0.64,0.2097,-0.4,0.2097,-0.32
0.2098,-0.18,0.2098,-0.8,0.2098,-0.48,0.2098,2.08,0.2098,-0.56,0.2098,-0.72,0.2098,-0.4,0.2098,-0.32
0.2099,-0.18,0.2099,-0.64,0.2099,-0.56,0.2099,1.52,0.2099,-0.48,0.2099,-0.72,0.2099,-0.4,0.2099,-0.24
0.21,-0.2,0.21,-0.56,0.21,-0.48,0.21,1.04,0.21,-0.56,0.21,-0.64,0.21,-0.4,0.21,-0.24
0.2101,-0.22,0.2101,-0.08,0.2101,-0.56,0.2101,0.56,0.2101,-0.56,0.2101,-0.64,0.2101,-0.48,0.2101,-0.24
0.2102,-0.2,0.2102,0.08,0.2102,-0.56,0.2102,0.24,0.2102,-0.56,0.2102,-0.64,0.2102,-0.4,0.2102,-0.24
0.2103,-0.2,0.2103,0,0.2103,-0.56,0.2103,0,0.2103,-0.64,0.2103,-0.72,0.2103,-0.4,0.2103,-0.24
0.2104,-0.18,0.2104,-0.16,0.2104,-0.48,0.2104,-0.16,0.2104,-0.56,0.2104,-0.72,0.2104,-0.48,0.2104,-0.24
0.2105,-0.02,0.2105,-0.4,0.2105,-0.48,0.2105,-0.32,0.2105,-0.56,0.2105,-0.72,0.2105,-0.4,0.2105,-0.32
0.2106,0.16,0.2106,-0.48,0.2106,-0.48,0.2106,-0.32,0.2106,-0.48,0.2106,-0.72,0.2106,-0.48,0.2106,-0.32
0.2107,0.08,0.2107,-0.64,0.2107,-0.48,0.2107,-0.48,0.2107,-0.48,0.2107,-0.64,0.2107,-0.4,0.2107,-0.32
0.2108,0.16,0.2108,-0.72,0.2108,-0.48,0.2108,-0.48,0.2108,-0.48,0.2108,-0.64,0.2108,-0.4,0.2108,-0.24
0.2109,0.06,0.2109,-0.8,0.2109,-0.48,0.2109,-0.56,0.2109,-0.48,0.2109,-0.64,0.2109,-0.4,0.2109,-0.24
0.211,0,0.211,-0.8,0.211,-0.48,0.211,-0.56,0.211,-0.4,0.211,-0.56,0.211,-0.4,0.211,-0.24
0.2111,-0.04,0.2111,-0.8,0.2111,-0.48,0.2111,-0.56,0.2111,-0.32,0.2111,-0.56,0.2111,-0.4,0.2111,-0.32
0.2112,-0.1,0.2112,-0.8,0.2112,-0.48,0.2112,-0.56,0.2112,-0.16,0.2112,-0.48,0.2112,-0.4,0.2112,-0.32
0.2113,-0.14,0.2113,-0.8,0.2113,-0.48,0.2113,-0.56,0.2113,0,0.2113,-0.56,0.2113,-0.4,0.2113,-0.24
0.2114,-0.18,0.2114,-0.88,0.2114,-0.48,0.2114,-0.56,0.2114,0.4,0.2114,-0.48,0.2114,-0.4,0.2114,-0.24
0.2115,-0.2,0.2115,-0.88,0.2115,-0.48,0.2115,-0.56,0.2115,1.52,0.2115,-0.48,0.2115,-0.4,0.2115,-0.24
0.2116,-0.22,0.2116,-0.8,0.2116,-0.48,0.2116,-0.56,0.2116,3.12,0.2116,-0.48,0.2116,-0.32,0.2116,-0.24
0.2117,-0.22,0.2117,-0.8,0.2117,-0.48,0.2117,-0.48,0.2117,4,0.2117,-0.48,0.2117,-0.4,0.2117,-0.24
0.2118,-0.2,0.2118,-0.72,0.2118,-0.48,0.2118,-0.56,0.2118,3.68,0.2118,-0.4,0.2118,-0.4,0.2118,-0.24
0.2119,-0.22,0.2119,-0.64,0.2119,-0.48,0.2119,-0.48,0.2119,2.64,0.2119,-0.4,0.2119,-0.4,0.2119,-0.24
0.212,-0.2,0.212,-0.64,0.212,-0.48,0.212,-0.16,0.212,1.84,0.212,-0.4,0.212,-0.4,0.212,-0.24
0.2121,-0.22,0.2121,-0.48,0.2121,-0.48,0.2121,0.24,0.2121,1.2,0.2121,-0.32,0.2121,-0.4,0.2121,-0.24
0.2122,-0.26,0.2122,-0.32,0.2122,-0.48,0.2122,0.16,0.2122,0.72,0.2122,-0.24,0.2122,-0.32,0.2122,-0.24
0.2123,-0.22,0.2123,0.08,0.2123,-0.48,0.2123,0,0.2123,0.4,0.2123,-0.08,0.2123,-0.32,0.2123,-0.24
0.2124,-0.22,0.2124,0.56,0.2124,-0.48,0.2124,-0.16,0.2124,0.08,0.2124,0,0.2124,-0.24,0.2124,-0.32
0.2125,-0.22,0.2125,1.28,0.2125,-0.48,0.2125,-0.24,0.2125,-0.16,0.2125,0.24,0.2125,-0.08,0.2125,-0.24
0.2126,-0.2,0.2126,2.16,0.2126,-0.48,0.2126,-0.4,0.2126,-0.32,0.2126,0.48,0.2126,-0.08,0.2126,-0.32
0.2127,-0.18,0.2127,2.08,0.2127,-0.48,0.2127,-0.48,0.2127,-0.32,0.2127,0.64,0.2127,0.08,0.2127,-0.32
0.2128,-0.12,0.2128,2.4,0.2128,-0.48,0.2128,-0.48,0.2128,-0.4,0.2128,0.96,0.2128,0.4,0.2128,-0.24
0.2129,-0.08,0.2129,2.32,0.2129,-0.48,0.2129,-0.56,0.2129,-0.48,0.2129,1.6,0.2129,0.56,0.2129,-0.32
0.213,0.28,0.213,1.76,0.213,-0.48,0.213,-0.56,0.213,-0.48,0.213,2.48,0.213,1.12,0.213,-0.24
0.2131,0.92,0.2131,1.2,0.2131,-0.48,0.2131,-0.56,0.2131,-0.48,0.2131,2.64,0.2131,2,0.2131,-0.32
0.2132,1.24,0.2132,0.72,0.2132,-0.48,0.2132,-0.56,0.2132,-0.48,0.2132,1.92,0.2132,1.44,0.2132,-0.24
0.2133,1.04,0.2133,0.32,0.2133,-0.4,0.2133,-0.56,0.2133,-0.56,0.2133,2.64,0.2133,1.68,0.2133,-0.24
0.2134,0.66,0.2134,0.08,0.2134,-0.48,0.2134,-0.56,0.2134,-0.56,0.2134,3.28,0.2134,2.24,0.2134,-0.32
0.2135,0.42,0.2135,-0.16,0.2135,-0.48,0.2135,-0.48,0.2135,-0.56,0.2135,3.28,0.2135,2.8,0.2135,-0.24
0.2136,0.24,0.2136,-0.32,0.2136,-0.48,0.2136,-0.48,0.2136,-0.48,0.2136,3.12,0.2136,2.8,0.2136,-0.24
0.2137,0.08,0.2137,-0.48,0.2137,-0.48,0.2137,-0.48,0.2137,-0.48,0.2137,3.04,0.2137,2.72,0.2137,-0.24
0.2138,0,0.2138,-0.56,0.2138,-0.4,0.2138,-0.48,0.2138,-0.56,0.2138,2.88,0.2138,2.56,0.2138,-0.24
0.2139,-0.1,0.2139,-0.64,0.2139,-0.48,0.2139,-0.48,0.2139,-0.56,0.2139,2.56,0.2139,2.24,0.2139,-0.32
0.214,-0.16,0.214,-0.72,0.214,-0.48,0.214,-0.48,0.214,-0.56,0.214,2.24,0.214,1.92,0.214,-0.24
0.2141,-0.16,0.2141,-0.8,0.2141,-0.48,0.2141,-0.4,0.2141,-0.56,0.2141,1.84,0.2141,1.6,0.2141,-0.24
0.2142,-0.18,0.2142,-0.8,0.2142,-0.4,0.2142,-0.24,0.2142,-0.56,0.2142,1.52,0.2142,1.36,0.2142,-0.32
0.2143,-0.16,0.2143,-0.8,0.2143,-0.4,0.2143,0.08,0.2143,-0.56,0.2143,1.28,0.2143,1.04,0.2143,-0.32
0.2144,-0.2,0.2144,-0.8,0.2144,-0.4,0.2144,0.64,0.2144,-0.64,0.2144,1.04,0.2144,0.88,0.2144,-0.32
0.2145,-0.2,0.2145,-0.8,0.2145,-0.4,0.2145,2.08,0.2145,-0.56,0.2145,0.8,0.2145,0.64,0.2145,-0.32
0.2146,-0.22,0.2146,-0.8,0.2146,-0.48,0.2146,1.76,0.2146,-0.64,0.2146,0.64,0.2146,0.48,0.2146,-0.24
